Class,Subject,Chapter,Topic,Total Questions,Total Answers
"class-3","আমার বাংলা বই","১৫. হারজিতের গল্প","বীপরিত শব্দ",12,12
"class-3","আমার বাংলা বই","১৫. হারজিতের গল্প","মিলকরণ",10,10
"class-3","আমার বাংলা বই","১৫. হারজিতের গল্প","যুক্তবর্ণ",10,10
"class-3","আমার বাংলা বই","১৫. হারজিতের গল্প","রচনামূলক প্রশ্ন",10,10
"class-3","আমার বাংলা বই","১৫. হারজিতের গল্প","লিঙ্গান্তর",10,10
"class-3","আমার বাংলা বই","১৫. হারজিতের গল্প","শব্দার্থ",34,34
"class-3","আমার বাংলা বই","১৫. হারজিতের গল্প","শুন্যস্থান",18,18
"class-3","আমার বাংলা বই","১৬. হাসি","CQ",2,2
"class-3","আমার বাংলা বই","১৬. হাসি","MCQ",39,39
"class-3","আমার বাংলা বই","১৬. হাসি","সংক্ষিপ্ত",28,28
"class-3","আমার বাংলা বই","১৬. হাসি","True False",1,1
"class-3","আমার বাংলা বই","১৬. হাসি","কবিতা",2,2
"class-3","আমার বাংলা বই","১৬. হাসি","বাক্য গঠন",22,22
"class-3","আমার বাংলা বই","১৬. হাসি","বিরাম চিহ্ন",2,2
"class-3","আমার বাংলা বই","১৬. হাসি","বীপরিত শব্দ",10,10
"class-3","আমার বাংলা বই","১৬. হাসি","মিলকরণ",20,20
"class-3","আমার বাংলা বই","১৬. হাসি","যুক্তবর্ণ",10,10
"class-3","আমার বাংলা বই","১৬. হাসি","রচনামূলক প্রশ্ন",10,10
"class-3","আমার বাংলা বই","১৬. হাসি","লিঙ্গান্তর",10,10
"class-3","আমার বাংলা বই","১৬. হাসি","শব্দার্থ",10,10
"class-3","আমার বাংলা বই","১৬. হাসি","শুন্যস্থান",22,22
"class-3","আমার বাংলা বই","১৭. আমাদের উৎসব","CQ",6,6
"class-3","আমার বাংলা বই","১৭. আমাদের উৎসব","MCQ",61,61
"class-3","আমার বাংলা বই","১৭. আমাদের উৎসব","সংক্ষিপ্ত",38,38
"class-3","আমার বাংলা বই","১৭. আমাদের উৎসব","True False",1,1
"class-3","আমার বাংলা বই","১৭. আমাদের উৎসব","বাক্য গঠন",22,22
"class-3","আমার বাংলা বই","১৭. আমাদের উৎসব","বিরাম চিহ্ন",2,2
"class-3","আমার বাংলা বই","১৭. আমাদের উৎসব","বীপরিত শব্দ",12,12
"class-3","আমার বাংলা বই","১৭. আমাদের উৎসব","মিলকরণ",18,18
"class-3","আমার বাংলা বই","১৭. আমাদের উৎসব","যুক্তবর্ণ",14,14
"class-3","আমার বাংলা বই","১৭. আমাদের উৎসব","রচনামূলক প্রশ্ন",12,12
"class-3","আমার বাংলা বই","১৭. আমাদের উৎসব","লিঙ্গান্তর",10,10
"class-3","আমার বাংলা বই","১৭. আমাদের উৎসব","শব্দার্থ",12,12
"class-3","আমার বাংলা বই","১৭. আমাদের উৎসব","শুন্যস্থান",18,18
"class-3","আমার বাংলা বই","১৮. রাষ্ট্রভাষা বাংলা চাই","CQ",2,2
"class-3","আমার বাংলা বই","১৮. রাষ্ট্রভাষা বাংলা চাই","MCQ",69,69
"class-3","আমার বাংলা বই","১৮. রাষ্ট্রভাষা বাংলা চাই","সংক্ষিপ্ত",44,44
"class-3","আমার বাংলা বই","১৮. রাষ্ট্রভাষা বাংলা চাই","True False",2,2
"class-3","আমার বাংলা বই","১৮. রাষ্ট্রভাষা বাংলা চাই","বাক্য গঠন",22,22
"class-3","আমার বাংলা বই","১৮. রাষ্ট্রভাষা বাংলা চাই","বিরাম চিহ্ন",2,2
"class-3","আমার বাংলা বই","১৮. রাষ্ট্রভাষা বাংলা চাই","বীপরিত শব্দ",14,14
"class-3","আমার বাংলা বই","১৮. রাষ্ট্রভাষা বাংলা চাই","মিলকরণ",12,12
"class-3","আমার বাংলা বই","১৮. রাষ্ট্রভাষা বাংলা চাই","যুক্তবর্ণ",22,22
"class-3","আমার বাংলা বই","১৮. রাষ্ট্রভাষা বাংলা চাই","রচনামূলক প্রশ্ন",10,10
"class-3","আমার বাংলা বই","১৮. রাষ্ট্রভাষা বাংলা চাই","লিঙ্গান্তর",10,10
"class-3","আমার বাংলা বই","১৮. রাষ্ট্রভাষা বাংলা চাই","শব্দার্থ",34,34
"class-3","আমার বাংলা বই","১৮. রাষ্ট্রভাষা বাংলা চাই","শুন্যস্থান",18,18
"class-3","আমার বাংলা বই","১৯. আজিকার শিশু","MCQ",21,21
"class-3","আমার বাংলা বই","১৯. আজিকার শিশু","সংক্ষিপ্ত",18,18
"class-3","আমার বাংলা বই","১৯. আজিকার শিশু","কবিতা",2,2
"class-3","আমার বাংলা বই","১৯. আজিকার শিশু","বাক্য গঠন",22,22
"class-3","আমার বাংলা বই","১৯. আজিকার শিশু","বিরাম চিহ্ন",2,2
"class-3","আমার বাংলা বই","১৯. আজিকার শিশু","বীপরিত শব্দ",12,12
"class-3","আমার বাংলা বই","১৯. আজিকার শিশু","মিলকরণ",10,10
"class-3","আমার বাংলা বই","১৯. আজিকার শিশু","যুক্তবর্ণ",10,10
"class-3","আমার বাংলা বই","১৯. আজিকার শিশু","রচনামূলক প্রশ্ন",6,6
"class-3","আমার বাংলা বই","১৯. আজিকার শিশু","লিঙ্গান্তর",10,10
"class-3","আমার বাংলা বই","১৯. আজিকার শিশু","শব্দার্থ",28,28
"class-3","আমার বাংলা বই","১৯. আজিকার শিশু","শুন্যস্থান",26,26
"class-3","আমার বাংলা বই","২. আমাদের পরিবার ও আমাদের প্রতিবেশী","CQ",9,9
"class-3","আমার বাংলা বই","২. আমাদের পরিবার ও আমাদের প্রতিবেশী","MCQ",58,58
"class-3","আমার বাংলা বই","২. আমাদের পরিবার ও আমাদের প্রতিবেশী","সংক্ষিপ্ত",15,15
"class-3","আমার বাংলা বই","২. আমাদের পরিবার ও আমাদের প্রতিবেশী","True False",6,6
"class-3","আমার বাংলা বই","২. আমাদের পরিবার ও আমাদের প্রতিবেশী","বাক্য গঠন",20,20
"class-3","আমার বাংলা বই","২. আমাদের পরিবার ও আমাদের প্রতিবেশী","বিরাম চিহ্ন",2,2
"class-3","আমার বাংলা বই","২. আমাদের পরিবার ও আমাদের প্রতিবেশী","বীপরিত শব্দ",10,10
"class-3","আমার বাংলা বই","২. আমাদের পরিবার ও আমাদের প্রতিবেশী","মিলকরণ",10,10
"class-3","আমার বাংলা বই","২. আমাদের পরিবার ও আমাদের প্রতিবেশী","যুক্তবর্ণ",10,10
"class-3","আমার বাংলা বই","২. আমাদের পরিবার ও আমাদের প্রতিবেশী","রচনামূলক প্রশ্ন",4,4
"class-3","আমার বাংলা বই","২. আমাদের পরিবার ও আমাদের প্রতিবেশী","লিঙ্গান্তর",10,10
"class-3","আমার বাংলা বই","২. আমাদের পরিবার ও আমাদের প্রতিবেশী","শব্দার্থ",22,22
"class-3","আমার বাংলা বই","২. আমাদের পরিবার ও আমাদের প্রতিবেশী","শুন্যস্থান",20,20
"class-3","আমার বাংলা বই","২০. ঢাকাই মসলিন","CQ",1,1
"class-3","আমার বাংলা বই","২০. ঢাকাই মসলিন","MCQ",32,32
"class-3","আমার বাংলা বই","২০. ঢাকাই মসলিন","সংক্ষিপ্ত",16,16
"class-3","আমার বাংলা বই","২০. ঢাকাই মসলিন","True False",1,1
"class-3","আমার বাংলা বই","২০. ঢাকাই মসলিন","বাক্য গঠন",26,26
"class-3","আমার বাংলা বই","২০. ঢাকাই মসলিন","বিরাম চিহ্ন",2,2
"class-3","আমার বাংলা বই","২০. ঢাকাই মসলিন","বীপরিত শব্দ",12,12
"class-3","আমার বাংলা বই","২০. ঢাকাই মসলিন","মিলকরণ",20,20
"class-3","আমার বাংলা বই","২০. ঢাকাই মসলিন","যুক্তবর্ণ",20,20
"class-3","আমার বাংলা বই","২০. ঢাকাই মসলিন","রচনামূলক প্রশ্ন",10,10
"class-3","আমার বাংলা বই","২০. ঢাকাই মসলিন","লিঙ্গান্তর",10,10
"class-3","আমার বাংলা বই","২০. ঢাকাই মসলিন","শব্দার্থ",14,14
"class-3","আমার বাংলা বই","২০. ঢাকাই মসলিন","শুন্যস্থান",10,10
"class-3","আমার বাংলা বই","২১. হজরত আবু বকর (রা)","CQ",2,2
"class-3","আমার বাংলা বই","২১. হজরত আবু বকর (রা)","MCQ",62,62
"class-3","আমার বাংলা বই","২১. হজরত আবু বকর (রা)","সংক্ষিপ্ত",52,52
